instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_cluster
187,2011-01-09,Spring,2011,January,1,No,Sunday,Weekend/Holiday,Clear/Cloudy,4.1000000000000005,3.0300000000000002,42.0,31.0009,0,12,12,Night
188,2011-01-09,Spring,2011,January,2,No,Sunday,Weekend/Holiday,Clear/Cloudy,4.1000000000000005,3.0300000000000002,46.0,31.0009,0,11,11,Night
189,2011-01-09,Spring,2011,January,3,No,Sunday,Weekend/Holiday,Clear/Cloudy,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,0,4,4,Night
190,2011-01-09,Spring,2011,January,4,No,Sunday,Weekend/Holiday,Clear/Cloudy,3.2800000000000002,4.545,53.0,12.998000000000001,0,1,1,Night
191,2011-01-09,Spring,2011,January,5,No,Sunday,Weekend/Holiday,Clear/Cloudy,3.2800000000000002,4.545,53.0,12.998000000000001,0,1,1,Night
192,2011-01-09,Spring,2011,January,6,No,Sunday,Weekend/Holiday,Clear/Cloudy,4.1000000000000005,4.545,49.0,19.0012,0,1,1,Morning
193,2011-01-09,Spring,2011,January,7,No,Sunday,Weekend/Holiday,Clear/Cloudy,3.2800000000000002,4.545,53.0,12.998000000000001,1,5,6,Morning
194,2011-01-09,Spring,2011,January,8,No,Sunday,Weekend/Holiday,Clear/Cloudy,4.1000000000000005,4.545,49.0,19.0012,0,10,10,Morning
196,2011-01-09,Spring,2011,January,10,No,Sunday,Weekend/Holiday,Clear/Cloudy,5.74,5.305,43.0,26.0027,0,49,49,Morning
198,2011-01-09,Spring,2011,January,12,No,Sunday,Weekend/Holiday,Clear/Cloudy,7.38,6.819999999999999,37.0,30.002599999999997,4,79,83,Afternoon
199,2011-01-09,Spring,2011,January,13,No,Sunday,Weekend/Holiday,Clear/Cloudy,8.200000000000001,8.334999999999999,34.0,30.002599999999997,6,69,75,Afternoon
200,2011-01-09,Spring,2011,January,14,No,Sunday,Weekend/Holiday,Clear/Cloudy,9.02,9.09,32.0,31.0009,8,64,72,Afternoon
201,2011-01-09,Spring,2011,January,15,No,Sunday,Weekend/Holiday,Clear/Cloudy,9.02,9.85,35.0,23.9994,5,77,82,Afternoon
202,2011-01-09,Spring,2011,January,16,No,Sunday,Weekend/Holiday,Clear/Cloudy,8.200000000000001,8.334999999999999,34.0,30.002599999999997,13,79,92,Afternoon
203,2011-01-09,Spring,2011,January,17,No,Sunday,Weekend/Holiday,Clear/Cloudy,7.38,7.575,37.0,26.0027,3,59,62,Afternoon
204,2011-01-09,Spring,2011,January,18,No,Sunday,Weekend/Holiday,Clear/Cloudy,6.5600000000000005,6.819999999999999,40.0,22.0028,4,44,48,Evening
205,2011-01-09,Spring,2011,January,19,No,Sunday,Weekend/Holiday,Clear/Cloudy,6.5600000000000005,6.819999999999999,43.0,22.0028,1,40,41,Evening
206,2011-01-09,Spring,2011,January,20,No,Sunday,Weekend/Holiday,Clear/Cloudy,5.74,6.0600000000000005,46.0,16.997899999999998,0,38,38,Evening
207,2011-01-09,Spring,2011,January,21,No,Sunday,Weekend/Holiday,Clear/Cloudy,5.74,5.305,46.0,27.999299999999998,1,19,20,Evening
208,2011-01-09,Spring,2011,January,22,No,Sunday,Weekend/Holiday,Clear/Cloudy,5.74,6.0600000000000005,46.0,19.999499999999998,5,10,15,Evening
209,2011-01-09,Spring,2011,January,23,No,Sunday,Weekend/Holiday,Clear/Cloudy,4.92,6.819999999999999,50.0,12.998000000000001,0,6,6,Evening
210,2011-01-10,Spring,2011,January,0,No,Monday,Working Day,Clear/Cloudy,4.92,6.0600000000000005,50.0,19.0012,2,3,5,Night
211,2011-01-10,Spring,2011,January,1,No,Monday,Working Day,Clear/Cloudy,4.92,6.0600000000000005,50.0,19.0012,1,0,1,Night
212,2011-01-10,Spring,2011,January,2,No,Monday,Working Day,Clear/Cloudy,4.92,6.0600000000000005,50.0,15.001299999999999,0,3,3,Night
213,2011-01-10,Spring,2011,January,3,No,Monday,Working Day,Clear/Cloudy,4.92,6.0600000000000005,50.0,15.001299999999999,0,1,1,Night
214,2011-01-10,Spring,2011,January,4,No,Monday,Working Day,Clear/Cloudy,4.1000000000000005,6.0600000000000005,54.0,8.9981,1,2,3,Night
215,2011-01-10,Spring,2011,January,5,No,Monday,Working Day,Clear/Cloudy,4.1000000000000005,5.305,54.0,16.997899999999998,0,3,3,Night
216,2011-01-10,Spring,2011,January,6,No,Monday,Working Day,Clear/Cloudy,4.92,6.0600000000000005,50.0,19.0012,0,31,31,Morning
217,2011-01-10,Spring,2011,January,7,No,Monday,Working Day,Clear/Cloudy,4.92,6.0600000000000005,50.0,15.001299999999999,2,75,77,Morning
218,2011-01-10,Spring,2011,January,8,No,Monday,Working Day,Mist/Cloudy,4.92,6.0600000000000005,50.0,19.0012,4,184,188,Morning
219,2011-01-10,Spring,2011,January,9,No,Monday,Working Day,Mist/Cloudy,5.74,6.0600000000000005,50.0,16.997899999999998,2,92,94,Morning
220,2011-01-10,Spring,2011,January,10,No,Monday,Working Day,Mist/Cloudy,5.74,6.0600000000000005,50.0,19.999499999999998,0,31,31,Morning
221,2011-01-10,Spring,2011,January,11,No,Monday,Working Day,Mist/Cloudy,6.5600000000000005,6.819999999999999,47.0,19.0012,2,28,30,Morning
222,2011-01-10,Spring,2011,January,12,No,Monday,Working Day,Mist/Cloudy,8.200000000000001,9.09,40.0,19.0012,5,47,52,Afternoon
223,2011-01-10,Spring,2011,January,13,No,Monday,Working Day,Mist/Cloudy,8.200000000000001,9.09,40.0,19.0012,4,50,54,Afternoon
224,2011-01-10,Spring,2011,January,14,No,Monday,Working Day,Mist/Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,0,47,47,Afternoon
225,2011-01-10,Spring,2011,January,15,No,Monday,Working Day,Mist/Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,2,43,45,Afternoon
226,2011-01-10,Spring,2011,January,16,No,Monday,Working Day,Clear/Cloudy,8.200000000000001,10.605,40.0,8.9981,4,70,74,Afternoon
227,2011-01-10,Spring,2011,January,17,No,Monday,Working Day,Clear/Cloudy,8.200000000000001,11.365,40.0,7.0015,4,174,178,Afternoon
228,2011-01-10,Spring,2011,January,18,No,Monday,Working Day,Clear/Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,1,154,155,Evening
229,2011-01-10,Spring,2011,January,19,No,Monday,Working Day,Clear/Cloudy,6.5600000000000005,8.334999999999999,47.0,11.0014,3,92,95,Evening
230,2011-01-10,Spring,2011,January,20,No,Monday,Working Day,Clear/Cloudy,6.5600000000000005,8.334999999999999,50.0,11.0014,1,73,74,Evening
231,2011-01-10,Spring,2011,January,21,No,Monday,Working Day,Clear/Cloudy,5.74,6.819999999999999,59.0,12.998000000000001,1,37,38,Evening
232,2011-01-10,Spring,2011,January,22,No,Monday,Working Day,Clear/Cloudy,5.74,7.575,59.0,11.0014,2,22,24,Evening
233,2011-01-10,Spring,2011,January,23,No,Monday,Working Day,Clear/Cloudy,5.74,7.575,59.0,11.0014,0,18,18,Evening
234,2011-01-11,Spring,2011,January,0,No,Tuesday,Working Day,Clear/Cloudy,5.74,8.334999999999999,59.0,7.0015,2,10,12,Night
235,2011-01-11,Spring,2011,January,1,No,Tuesday,Working Day,Clear/Cloudy,5.74,7.575,59.0,11.0014,0,3,3,Night
236,2011-01-11,Spring,2011,January,2,No,Tuesday,Working Day,Mist/Cloudy,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,0,3,3,Night
237,2011-01-11,Spring,2011,January,5,No,Tuesday,Working Day,Mist/Cloudy,6.5600000000000005,9.09,55.00000000000001,8.9981,0,6,6,Night
238,2011-01-11,Spring,2011,January,6,No,Tuesday,Working Day,Mist/Cloudy,6.5600000000000005,9.09,55.00000000000001,8.9981,0,27,27,Morning
239,2011-01-11,Spring,2011,January,7,No,Tuesday,Working Day,Mist/Cloudy,6.5600000000000005,11.365,55.00000000000001,0.0,2,97,99,Morning
240,2011-01-11,Spring,2011,January,8,No,Tuesday,Working Day,Mist/Cloudy,7.38,10.605,51.0,6.0032,3,214,217,Morning
241,2011-01-11,Spring,2011,January,9,No,Tuesday,Working Day,Mist/Cloudy,7.38,9.85,51.0,11.0014,3,127,130,Morning
242,2011-01-11,Spring,2011,January,10,No,Tuesday,Working Day,Mist/Cloudy,8.200000000000001,10.605,51.0,11.0014,3,51,54,Morning
243,2011-01-11,Spring,2011,January,11,No,Tuesday,Working Day,Mist/Cloudy,8.200000000000001,10.605,47.0,8.9981,4,31,35,Morning
244,2011-01-11,Spring,2011,January,12,No,Tuesday,Working Day,Mist/Cloudy,8.200000000000001,11.365,51.0,7.0015,2,55,57,Afternoon
245,2011-01-11,Spring,2011,January,13,No,Tuesday,Working Day,Mist/Cloudy,8.200000000000001,11.365,59.0,6.0032,6,46,52,Afternoon
246,2011-01-11,Spring,2011,January,14,No,Tuesday,Working Day,Mist/Cloudy,8.200000000000001,11.365,59.0,6.0032,3,60,63,Afternoon
247,2011-01-11,Spring,2011,January,15,No,Tuesday,Working Day,Mist/Cloudy,6.5600000000000005,9.85,80.0,6.0032,2,45,47,Afternoon
248,2011-01-11,Spring,2011,January,16,No,Tuesday,Working Day,Mist/Cloudy,6.5600000000000005,7.575,86.0,15.001299999999999,4,72,76,Afternoon
249,2011-01-11,Spring,2011,January,17,No,Tuesday,Working Day,Mist/Cloudy,6.5600000000000005,7.575,86.0,15.001299999999999,6,130,136,Afternoon
250,2011-01-11,Spring,2011,January,18,No,Tuesday,Working Day,Light Snow/Rain,6.5600000000000005,9.09,93.0,7.0015,1,94,95,Evening
251,2011-01-11,Spring,2011,January,19,No,Tuesday,Working Day,Light Snow/Rain,6.5600000000000005,11.365,93.0,0.0,0,51,51,Evening
252,2011-01-11,Spring,2011,January,20,No,Tuesday,Working Day,Light Snow/Rain,6.5600000000000005,7.575,93.0,12.998000000000001,0,32,32,Evening
253,2011-01-11,Spring,2011,January,21,No,Tuesday,Working Day,Light Snow/Rain,6.5600000000000005,9.85,86.0,6.0032,0,20,20,Evening
254,2011-01-11,Spring,2011,January,22,No,Tuesday,Working Day,Light Snow/Rain,6.5600000000000005,9.09,93.0,7.0015,1,28,29,Evening
255,2011-01-11,Spring,2011,January,23,No,Tuesday,Working Day,Light Snow/Rain,6.5600000000000005,9.85,93.0,6.0032,1,18,19,Evening
256,2011-01-12,Spring,2011,January,0,No,Wednesday,Working Day,Mist/Cloudy,6.5600000000000005,9.85,86.0,6.0032,0,7,7,Night
257,2011-01-12,Spring,2011,January,1,No,Wednesday,Working Day,Mist/Cloudy,6.5600000000000005,9.09,86.0,7.0015,0,6,6,Night
258,2011-01-12,Spring,2011,January,2,No,Wednesday,Working Day,Clear/Cloudy,5.74,7.575,86.0,8.9981,0,1,1,Night
259,2011-01-12,Spring,2011,January,5,No,Wednesday,Working Day,Clear/Cloudy,5.74,7.575,86.0,11.0014,0,5,5,Night
260,2011-01-12,Spring,2011,January,6,No,Wednesday,Working Day,Clear/Cloudy,4.92,7.575,93.0,8.9981,0,16,16,Morning
261,2011-01-12,Spring,2011,January,7,No,Wednesday,Working Day,Clear/Cloudy,5.74,7.575,69.0,8.9981,0,54,54,Morning
262,2011-01-12,Spring,2011,January,8,No,Wednesday,Working Day,Clear/Cloudy,6.5600000000000005,8.334999999999999,59.0,11.0014,3,125,128,Morning
263,2011-01-12,Spring,2011,January,9,No,Wednesday,Working Day,Clear/Cloudy,6.5600000000000005,6.819999999999999,59.0,22.0028,3,78,81,Morning
264,2011-01-12,Spring,2011,January,10,No,Wednesday,Working Day,Clear/Cloudy,7.38,9.09,55.00000000000001,15.001299999999999,0,39,39,Morning
265,2011-01-12,Spring,2011,January,11,No,Wednesday,Working Day,Clear/Cloudy,8.200000000000001,9.09,51.0,26.0027,3,32,35,Morning
267,2011-01-12,Spring,2011,January,13,No,Wednesday,Working Day,Clear/Cloudy,9.02,9.85,44.0,23.9994,0,49,49,Afternoon
268,2011-01-12,Spring,2011,January,14,No,Wednesday,Working Day,Clear/Cloudy,8.200000000000001,9.09,47.0,22.0028,0,44,44,Afternoon
269,2011-01-12,Spring,2011,January,15,No,Wednesday,Working Day,Clear/Cloudy,8.200000000000001,8.334999999999999,47.0,27.999299999999998,1,48,49,Afternoon
270,2011-01-12,Spring,2011,January,16,No,Wednesday,Working Day,Clear/Cloudy,9.02,9.85,44.0,22.0028,5,63,68,Afternoon
271,2011-01-12,Spring,2011,January,17,No,Wednesday,Working Day,Clear/Cloudy,8.200000000000001,9.09,47.0,23.9994,0,139,139,Afternoon
273,2011-01-12,Spring,2011,January,19,No,Wednesday,Working Day,Clear/Cloudy,7.38,7.575,47.0,27.999299999999998,1,82,83,Evening
274,2011-01-12,Spring,2011,January,20,No,Wednesday,Working Day,Clear/Cloudy,6.5600000000000005,6.819999999999999,50.0,22.0028,2,54,56,Evening
275,2011-01-12,Spring,2011,January,21,No,Wednesday,Working Day,Clear/Cloudy,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,0,57,57,Evening
276,2011-01-12,Spring,2011,January,22,No,Wednesday,Working Day,Clear/Cloudy,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,1,32,33,Evening
277,2011-01-12,Spring,2011,January,23,No,Wednesday,Working Day,Clear/Cloudy,5.74,5.305,59.0,27.999299999999998,1,19,20,Evening
278,2011-01-13,Spring,2011,January,0,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,59.0,19.0012,1,6,7,Night
279,2011-01-13,Spring,2011,January,1,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,50.0,19.0012,0,2,2,Night
280,2011-01-13,Spring,2011,January,2,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,50.0,23.9994,0,2,2,Night
281,2011-01-13,Spring,2011,January,3,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,50.0,22.0028,0,3,3,Night
282,2011-01-13,Spring,2011,January,4,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,50.0,16.997899999999998,0,4,4,Night
283,2011-01-13,Spring,2011,January,5,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,50.0,19.999499999999998,0,3,3,Night
284,2011-01-13,Spring,2011,January,6,No,Thursday,Working Day,Clear/Cloudy,4.92,7.575,54.0,8.9981,0,28,28,Morning
285,2011-01-13,Spring,2011,January,7,No,Thursday,Working Day,Clear/Cloudy,4.92,7.575,54.0,8.9981,0,72,72,Morning
286,2011-01-13,Spring,2011,January,8,No,Thursday,Working Day,Clear/Cloudy,5.74,6.819999999999999,50.0,12.998000000000001,5,197,202,Morning
287,2011-01-13,Spring,2011,January,9,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,50.0,22.0028,2,137,139,Morning
288,2011-01-13,Spring,2011,January,10,No,Thursday,Working Day,Mist/Cloudy,6.5600000000000005,6.819999999999999,50.0,23.9994,2,36,38,Morning
289,2011-01-13,Spring,2011,January,11,No,Thursday,Working Day,Mist/Cloudy,8.200000000000001,8.334999999999999,44.0,30.002599999999997,4,33,37,Morning
290,2011-01-13,Spring,2011,January,12,No,Thursday,Working Day,Clear/Cloudy,8.200000000000001,8.334999999999999,44.0,27.999299999999998,3,49,52,Afternoon
291,2011-01-13,Spring,2011,January,13,No,Thursday,Working Day,Clear/Cloudy,9.02,9.85,41.0,30.002599999999997,2,81,83,Afternoon
292,2011-01-13,Spring,2011,January,14,No,Thursday,Working Day,Clear/Cloudy,9.02,9.85,41.0,26.0027,3,39,42,Afternoon
293,2011-01-13,Spring,2011,January,15,No,Thursday,Working Day,Clear/Cloudy,9.84,10.605,38.0,19.999499999999998,5,55,60,Afternoon
294,2011-01-13,Spring,2011,January,16,No,Thursday,Working Day,Clear/Cloudy,9.84,10.605,38.0,23.9994,2,76,78,Afternoon
295,2011-01-13,Spring,2011,January,17,No,Thursday,Working Day,Clear/Cloudy,8.200000000000001,9.09,40.0,19.0012,4,158,162,Afternoon
296,2011-01-13,Spring,2011,January,18,No,Thursday,Working Day,Clear/Cloudy,8.200000000000001,9.09,40.0,22.0028,3,141,144,Evening
297,2011-01-13,Spring,2011,January,19,No,Thursday,Working Day,Clear/Cloudy,6.5600000000000005,7.575,47.0,16.997899999999998,1,98,99,Evening
298,2011-01-13,Spring,2011,January,20,No,Thursday,Working Day,Clear/Cloudy,6.5600000000000005,7.575,47.0,15.001299999999999,0,64,64,Evening
299,2011-01-13,Spring,2011,January,21,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,46.0,19.999499999999998,0,40,40,Evening
300,2011-01-13,Spring,2011,January,22,No,Thursday,Working Day,Clear/Cloudy,5.74,6.0600000000000005,46.0,22.0028,0,30,30,Evening
301,2011-01-13,Spring,2011,January,23,No,Thursday,Working Day,Clear/Cloudy,4.92,6.819999999999999,50.0,12.998000000000001,1,14,15,Evening
302,2011-01-14,Spring,2011,January,0,No,Friday,Working Day,Clear/Cloudy,4.92,6.819999999999999,50.0,12.998000000000001,0,14,14,Night
303,2011-01-14,Spring,2011,January,1,No,Friday,Working Day,Clear/Cloudy,4.1000000000000005,6.0600000000000005,54.0,11.0014,0,5,5,Night
304,2011-01-14,Spring,2011,January,2,No,Friday,Working Day,Clear/Cloudy,4.1000000000000005,6.0600000000000005,54.0,8.9981,0,1,1,Night
305,2011-01-14,Spring,2011,January,3,No,Friday,Working Day,Clear/Cloudy,4.1000000000000005,6.819999999999999,54.0,7.0015,0,1,1,Night
306,2011-01-14,Spring,2011,January,5,No,Friday,Working Day,Clear/Cloudy,4.1000000000000005,6.819999999999999,54.0,6.0032,0,8,8,Night
307,2011-01-14,Spring,2011,January,6,No,Friday,Working Day,Clear/Cloudy,4.1000000000000005,9.09,54.0,0.0,0,17,17,Morning
308,2011-01-14,Spring,2011,January,7,No,Friday,Working Day,Clear/Cloudy,4.1000000000000005,6.0600000000000005,74.0,11.0014,0,70,70,Morning
309,2011-01-14,Spring,2011,January,8,No,Friday,Working Day,Clear/Cloudy,4.92,8.334999999999999,68.0,0.0,2,156,158,Morning
310,2011-01-14,Spring,2011,January,9,No,Friday,Working Day,Clear/Cloudy,5.74,7.575,69.0,8.9981,0,117,117,Morning
311,2011-01-14,Spring,2011,January,10,No,Friday,Working Day,Clear/Cloudy,7.38,9.09,55.00000000000001,12.998000000000001,4,40,44,Morning
312,2011-01-14,Spring,2011,January,11,No,Friday,Working Day,Clear/Cloudy,7.38,8.334999999999999,51.0,19.0012,6,47,53,Morning
313,2011-01-14,Spring,2011,January,12,No,Friday,Working Day,Clear/Cloudy,8.200000000000001,9.85,44.0,16.997899999999998,2,59,61,Afternoon
314,2011-01-14,Spring,2011,January,13,No,Friday,Working Day,Clear/Cloudy,9.02,9.85,37.0,26.0027,4,73,77,Afternoon
315,2011-01-14,Spring,2011,January,14,No,Friday,Working Day,Clear/Cloudy,9.02,10.605,41.0,19.0012,5,59,64,Afternoon
316,2011-01-14,Spring,2011,January,15,No,Friday,Working Day,Clear/Cloudy,9.84,12.120000000000001,38.0,11.0014,9,59,68,Afternoon
317,2011-01-14,Spring,2011,January,16,No,Friday,Working Day,Clear/Cloudy,9.02,12.120000000000001,41.0,7.0015,3,87,90,Afternoon
318,2011-01-14,Spring,2011,January,17,No,Friday,Working Day,Clear/Cloudy,9.02,11.365,41.0,11.0014,4,155,159,Afternoon
319,2011-01-14,Spring,2011,January,18,No,Friday,Working Day,Clear/Cloudy,8.200000000000001,12.879999999999999,47.0,0.0,5,134,139,Evening
320,2011-01-14,Spring,2011,January,19,No,Friday,Working Day,Clear/Cloudy,6.5600000000000005,9.85,59.0,6.0032,3,89,92,Evening
321,2011-01-14,Spring,2011,January,20,No,Friday,Working Day,Clear/Cloudy,7.38,12.120000000000001,59.0,0.0,0,68,68,Evening
322,2011-01-14,Spring,2011,January,21,No,Friday,Working Day,Clear/Cloudy,6.5600000000000005,11.365,69.0,0.0,4,48,52,Evening
323,2011-01-14,Spring,2011,January,22,No,Friday,Working Day,Mist/Cloudy,6.5600000000000005,11.365,69.0,0.0,2,34,36,Evening
324,2011-01-14,Spring,2011,January,23,No,Friday,Working Day,Mist/Cloudy,7.38,12.120000000000001,55.00000000000001,0.0,1,26,27,Evening
325,2011-01-15,Spring,2011,January,0,No,Saturday,Weekend/Holiday,Clear/Cloudy,7.38,12.120000000000001,55.00000000000001,0.0,3,25,28,Night
326,2011-01-15,Spring,2011,January,1,No,Saturday,Weekend/Holiday,Mist/Cloudy,6.5600000000000005,9.85,59.0,6.0032,2,18,20,Night
327,2011-01-15,Spring,2011,January,2,No,Saturday,Weekend/Holiday,Mist/Cloudy,6.5600000000000005,9.85,59.0,6.0032,0,12,12,Night
328,2011-01-15,Spring,2011,January,3,No,Saturday,Weekend/Holiday,Mist/Cloudy,6.5600000000000005,11.365,59.0,0.0,1,7,8,Night
329,2011-01-15,Spring,2011,January,4,No,Saturday,Weekend/Holiday,Mist/Cloudy,6.5600000000000005,11.365,59.0,0.0,0,5,5,Night
330,2011-01-15,Spring,2011,January,5,No,Saturday,Weekend/Holiday,Clear/Cloudy,6.5600000000000005,11.365,59.0,0.0,0,1,1,Night
331,2011-01-15,Spring,2011,January,6,No,Saturday,Weekend/Holiday,Clear/Cloudy,5.74,8.334999999999999,63.0,7.0015,1,2,3,Morning
332,2011-01-15,Spring,2011,January,7,No,Saturday,Weekend/Holiday,Clear/Cloudy,5.74,10.605,63.0,0.0,1,9,10,Morning
333,2011-01-15,Spring,2011,January,8,No,Saturday,Weekend/Holiday,Clear/Cloudy,5.74,7.575,63.0,8.9981,1,22,23,Morning
334,2011-01-15,Spring,2011,January,9,No,Saturday,Weekend/Holiday,Clear/Cloudy,6.5600000000000005,9.09,64.0,8.9981,2,31,33,Morning
335,2011-01-15,Spring,2011,January,10,No,Saturday,Weekend/Holiday,Clear/Cloudy,7.38,9.85,59.0,11.0014,2,57,59,Morning
336,2011-01-15,Spring,2011,January,11,No,Saturday,Weekend/Holiday,Clear/Cloudy,8.200000000000001,9.85,55.00000000000001,15.001299999999999,18,54,72,Morning
337,2011-01-15,Spring,2011,January,12,No,Saturday,Weekend/Holiday,Clear/Cloudy,9.84,11.365,48.0,15.001299999999999,15,74,89,Afternoon
338,2011-01-15,Spring,2011,January,13,No,Saturday,Weekend/Holiday,Clear/Cloudy,11.48,12.879999999999999,38.0,19.999499999999998,21,80,101,Afternoon
339,2011-01-15,Spring,2011,January,14,No,Saturday,Weekend/Holiday,Clear/Cloudy,12.299999999999999,14.395,39.0,19.0012,26,92,118,Afternoon
340,2011-01-15,Spring,2011,January,15,No,Saturday,Weekend/Holiday,Mist/Cloudy,13.120000000000001,15.909999999999998,36.0,12.998000000000001,21,108,129,Afternoon
341,2011-01-15,Spring,2011,January,16,No,Saturday,Weekend/Holiday,Mist/Cloudy,13.940000000000001,16.665,34.0,12.998000000000001,33,95,128,Afternoon
342,2011-01-15,Spring,2011,January,17,No,Saturday,Weekend/Holiday,Mist/Cloudy,13.120000000000001,15.15,36.0,19.0012,29,54,83,Afternoon
343,2011-01-15,Spring,2011,January,18,No,Saturday,Weekend/Holiday,Mist/Cloudy,12.299999999999999,14.395,45.0,16.997899999999998,15,69,84,Evening
344,2011-01-15,Spring,2011,January,19,No,Saturday,Weekend/Holiday,Mist/Cloudy,13.120000000000001,15.15,39.0,16.997899999999998,14,60,74,Evening
345,2011-01-15,Spring,2011,January,20,No,Saturday,Weekend/Holiday,Mist/Cloudy,13.120000000000001,15.15,39.0,16.997899999999998,6,35,41,Evening
346,2011-01-15,Spring,2011,January,21,No,Saturday,Weekend/Holiday,Mist/Cloudy,13.120000000000001,15.15,39.0,15.001299999999999,6,51,57,Evening
347,2011-01-15,Spring,2011,January,22,No,Saturday,Weekend/Holiday,Mist/Cloudy,12.299999999999999,15.909999999999998,42.0,7.0015,0,26,26,Evening
348,2011-01-15,Spring,2011,January,23,No,Saturday,Weekend/Holiday,Clear/Cloudy,12.299999999999999,14.395,45.0,19.0012,5,39,44,Evening
349,2011-01-16,Spring,2011,January,0,No,Sunday,Weekend/Holiday,Clear/Cloudy,10.66,15.15,56.00000000000001,0.0,6,33,39,Night
350,2011-01-16,Spring,2011,January,1,No,Sunday,Weekend/Holiday,Clear/Cloudy,10.66,13.635,56.00000000000001,8.9981,4,19,23,Night
351,2011-01-16,Spring,2011,January,2,No,Sunday,Weekend/Holiday,Clear/Cloudy,10.66,14.395,56.00000000000001,6.0032,3,13,16,Night
352,2011-01-16,Spring,2011,January,3,No,Sunday,Weekend/Holiday,Clear/Cloudy,9.02,13.635,69.0,0.0,9,6,15,Night
